symmetry,longest_ortho_ratio,num_pixels_ratio,red_min,red_max,red_mean,red_median,red_std,green_min,green_max,green_mean,green_median,green_std,blue_min,blue_max,blue_mean,blue_median,blue_std,ecc,campactness,kurt,skewness
0.2882743846142324,0.8374573920224219,0.002516361111111111,5.0,208.0,68.74950601066355,57.0,48.239988135503225,3.0,199.0,55.6273995738997,38.0,45.736010242445985,0.0,193.0,40.43320933005111,24.0,36.701655931640374,0.38809094177152115,175.18718702861455,404.7286618977099,18.967235256351916
0.3275409443799694,0.6858371773229401,0.0028905833333333335,2.0,248.0,64.56063751069084,56.0,42.43502544760438,2.0,251.0,52.93194376375395,34.0,43.254607735790806,0.0,244.0,36.428700473760586,19.0,34.99274501987732,0.5955749956810977,173.77962165122992,319.5904123015167,17.050181931461267
0.33807062637342167,0.8065868607278778,0.007394916666666667,3.0,255.0,107.32034392995187,115.0,58.73681505647146,0.0,255.0,87.9829800501095,86.0,60.05595029954641,0.0,255.0,63.5085306347829,52.0,54.81931608686487,0.23682983251866233,163.11060422964158,94.81564980217611,9.398343383379432
0.3848254093175533,0.7109612586445162,0.004452069444444444,5.0,219.0,88.17060730184777,89.0,46.4037700753294,3.0,213.0,71.71353833579266,62.0,46.29746644133509,0.0,201.0,51.065063375646154,37.0,37.79713938422978,0.7350578154250519,185.485678702318,152.02653570393886,11.942613871901994
0.4063148944470604,0.7498272545217946,0.003075263888888889,6.0,255.0,123.54679589375799,134.0,62.406482341365944,0.0,250.0,101.31563235314043,92.0,63.138572571807444,0.0,245.0,81.3626021253822,64.0,60.768198193941835,0.6502798987715379,178.43224330016096,201.42061380407014,13.846053165350115
0.4258569628599959,0.9409084860108559,0.0019866111111111113,7.0,201.0,100.6989638972007,109.0,49.648224260264904,4.0,199.0,84.6591137895355,79.0,51.40879306472167,0.0,204.0,68.66333650269863,56.0,49.07375628961404,0.764577555072267,138.5218350969693,312.90187337813995,17.19302671708498
0.1710595082843664,0.4633155920328848,0.0019147916666666666,11.0,238.0,91.88559823015268,87.0,41.73936445448436,9.0,235.0,73.38764733616219,70.0,37.346859900976405,4.0,223.0,51.44724186704385,42.0,35.47479026443716,0.8995480470179231,98.82180921591655,410.7774273825233,18.747202073923418
0.38618210519269563,0.559102508027291,0.002515125,4.0,168.0,55.9666572790175,47.0,36.04324684331119,4.0,171.0,43.73760968363622,31.0,36.04585433286051,3.0,183.0,37.428032624841926,24.0,37.93971677823261,0.874501767933614,122.6187172680997,510.0229326773058,20.736948014781373
0.263764823257997,0.9486811615761119,0.00243825,6.0,255.0,87.81542431388633,95.0,52.55604929521224,3.0,255.0,71.47161557127721,64.0,51.744021337245634,0.0,254.0,68.5515567859462,59.0,54.58162812168259,0.5082049608250301,127.77637051842832,285.65397965931965,16.35022350814262
0.267038501802343,0.7993205968713839,0.005284152777777777,4.0,255.0,83.13247156723853,81.0,52.43271190559414,0.0,255.0,63.759180358461755,48.0,48.965634026404004,0.0,255.0,60.647623002741426,45.0,50.92246758118172,0.47002285898070206,118.31616263745352,146.23676164098111,11.595546309528055
